Date,Open,High,Low,Close,Adj Close,Volume,Log Daily Returns,Volume Change,30-Day Volatility
2020-04-14,2805.10009765625,2851.85009765625,2805.10009765625,2846.06005859375,2846.06005859375,5615730000,0.03011455957230757,0.05568161096939006,0.05324892356529888
2020-04-15,2795.639892578125,2801.8798828125,2761.5400390625,2783.360107421875,2783.360107421875,5208000000,-0.022276732672369248,-0.07260498635083956,0.053156990765889235
2020-04-16,2799.340087890625,2806.510009765625,2764.320068359375,2799.550048828125,2799.550048828125,5228810000,0.0057998378395412884,0.003995775729646711,0.05253797372541535
2020-04-17,2842.429931640625,2879.219970703125,2830.8798828125,2874.56005859375,2874.56005859375,5804810000,0.026440932021320578,0.11015890804982398,0.052484725460507906
2020-04-20,2845.6201171875,2868.97998046875,2820.429931640625,2823.159912109375,2823.159912109375,5228630000,-0.018042845615347775,-0.09925906274279439,0.05249353015789061
2020-04-21,2784.81005859375,2785.5400390625,2727.10009765625,2736.56005859375,2736.56005859375,5121010000,-0.031155115236330667,-0.02058282953660906,0.050762299701862766
2020-04-22,2787.889892578125,2815.10009765625,2775.949951171875,2799.31005859375,2799.31005859375,5084920000,0.02267130058213675,-0.007047437907756526,0.050133909204724776
2020-04-23,2810.419921875,2844.89990234375,2794.260009765625,2797.800048828125,2797.800048828125,5773530000,-0.0005395676601955963,0.13542199287304424,0.04926823780784496
2020-04-24,2812.639892578125,2842.7099609375,2791.760009765625,2836.739990234375,2836.739990234375,5382810000,0.013822090566839217,-0.06767436906017632,0.045489503818446936
2020-04-27,2854.64990234375,2887.719970703125,2852.889892578125,2878.47998046875,2878.47998046875,5203930000,0.014606868181735996,-0.03323171354738508,0.04267600744534954
2020-04-28,2909.9599609375,2921.14990234375,2860.7099609375,2863.389892578125,2863.389892578125,5691160000,-0.005256170190483643,0.09362731627827436,0.035017294998430655
2020-04-29,2918.4599609375,2954.860107421875,2912.159912109375,2939.510009765625,2939.510009765625,6645640000,0.02623670404507307,0.16771273343220017,0.03384188345916439
2020-04-30,2930.909912109375,2930.909912109375,2892.469970703125,2912.429931640625,2912.429931640625,6544980000,-0.009255143319054839,-0.015146772921795337,0.03214238288465493
2020-05-01,2869.090087890625,2869.090087890625,2821.610107421875,2830.7099609375,2830.7099609375,4759810000,-0.028460211014775954,-0.27275408022637193,0.03276964847753336
2020-05-04,2815.010009765625,2844.239990234375,2797.85009765625,2842.739990234375,2842.739990234375,4735930000,0.0042408225788494016,-0.005017006981371086,0.03140078110529529
2020-05-05,2868.8798828125,2898.22998046875,2863.550048828125,2868.43994140625,2868.43994140625,5140290000,0.008999935197779802,0.08538132953823219,0.030625531210287334
2020-05-06,2883.139892578125,2891.110107421875,2847.64990234375,2848.419921875,2848.419921875,4892570000,-0.007003880399042588,-0.048191833534683814,0.02658468345065763
2020-05-07,2878.260009765625,2901.919921875,2876.47998046875,2881.18994140625,2881.18994140625,5178790000,0.011438955754890805,0.058500951442697735,0.02658443429233615
2020-05-08,2908.830078125,2932.159912109375,2902.8798828125,2929.800048828125,2929.800048828125,4876030000,0.016730795065226244,-0.05846153252014463,0.024557331452606614
2020-05-11,2915.4599609375,2944.25,2903.43994140625,2930.18994140625,2930.18994140625,4819730000,0.0001330693667907644,-0.011546278427327139,0.023509049448452255
2020-05-12,2939.5,2945.820068359375,2869.590087890625,2870.1201171875,2870.1201171875,5119630000,-0.020713365772047604,0.06222340255574488,0.023329066411750914
2020-05-13,2865.860107421875,2874.139892578125,2793.14990234375,2820.0,2820.0,6151650000,-0.017616996624280044,0.20158097362504712,0.023372206895189415
2020-05-14,2794.5400390625,2852.800048828125,2766.639892578125,2852.5,2852.5,5651130000,0.01145891780407149,-0.08136353661212847,0.021574967179798586
2020-05-15,2829.949951171875,2865.010009765625,2816.780029296875,2863.699951171875,2863.699951171875,5507700000,0.003918675203723029,-0.02538076455505356,0.021312071946069284
2020-05-18,2913.860107421875,2968.090087890625,2913.860107421875,2953.909912109375,2953.909912109375,6373670000,0.031015208770073424,0.15722897035060002,0.021530989877972095
2020-05-19,2948.590087890625,2964.2099609375,2922.35009765625,2922.93994140625,2922.93994140625,4984330000,-0.010539747711599283,-0.21798116312893512,0.01821983094789191
2020-05-20,2953.6298828125,2980.2900390625,2953.6298828125,2971.610107421875,2971.610107421875,5005380000,0.0165139906134157,0.004223235620434362,0.01835841454930613
2020-05-21,2969.949951171875,2978.5,2938.570068359375,2948.510009765625,2948.510009765625,4976620000,-0.007803968309953686,-0.005745817500369621,0.01757938241982998
2020-05-22,2948.050048828125,2956.760009765625,2933.590087890625,2955.449951171875,2955.449951171875,3970860000,0.002350945686812366,-0.20209700559817712,0.017431381513573912
2020-05-26,3004.080078125,3021.719970703125,2988.169921875,2991.77001953125,2991.77001953125,5848500000,0.01221428502146052,0.4728547468306614,0.017375258597578023
2020-05-27,3015.64990234375,3036.25,2969.75,3036.1298828125,3036.1298828125,6398000000,0.014718447490314346,0.09395571514063428,0.016752860072534913
2020-05-28,3046.610107421875,3068.669921875,3023.39990234375,3029.72998046875,3029.72998046875,5447020000,-0.0021101393249195488,-0.14863707408565174,0.016131805600081775
2020-05-29,3025.169921875,3049.169921875,2998.610107421875,3044.31005859375,3044.31005859375,7297550000,0.004800793552307952,0.3397325510095428,0.016126487678581537
2020-06-01,3038.780029296875,3062.179931640625,3031.5400390625,3055.72998046875,3055.72998046875,4684170000,0.003744216478364391,-0.35811745037718135,0.0154990455949776
2020-06-02,3064.780029296875,3081.070068359375,3051.639892578125,3080.820068359375,3080.820068359375,5197150000,0.008177307282398658,0.10951353174628586,0.015060754132791638
2020-06-03,3098.89990234375,3130.93994140625,3098.89990234375,3122.8701171875,3122.8701171875,6005560000,0.01355667081256392,0.1555487141991283,0.01372655143099738
2020-06-04,3111.56005859375,3128.909912109375,3090.409912109375,3112.35009765625,3112.35009765625,6451290000,-0.003374389083608904,0.07421955654426893,0.013349679756884433
2020-06-05,3163.840087890625,3211.719970703125,3163.840087890625,3193.929931640625,3193.929931640625,8639300000,0.025874012821635813,0.3391585248841704,0.013930191785797737
2020-06-08,3199.919921875,3233.1298828125,3196.0,3232.389892578125,3232.389892578125,8498300000,0.011969656405806002,-0.016320766728785907,0.01389110144818812
2020-06-09,3213.320068359375,3222.7099609375,3193.110107421875,3207.179931640625,3207.179931640625,6410930000,-0.007829743419721978,-0.24562206558958855,0.013923906701272705
2020-06-10,3213.419921875,3223.27001953125,3181.489990234375,3190.139892578125,3190.139892578125,6598870000,-0.005327255735182077,0.029315559521005508,0.01392547250169126
2020-06-11,3123.530029296875,3123.530029296875,2999.489990234375,3002.10009765625,3002.10009765625,7037320000,-0.06075269299628893,0.0664431940620136,0.017617188537398156
2020-06-12,3071.0400390625,3088.419921875,2984.469970703125,3041.31005859375,3041.31005859375,5845330000,0.012976286605211731,-0.1693812417227013,0.017651433361951154
2020-06-15,2993.760009765625,3079.760009765625,2965.659912109375,3066.590087890625,3066.590087890625,5757480000,0.00827786081817526,-0.015029091599618849,0.016757003361562498
2020-06-16,3131.0,3153.449951171875,3076.06005859375,3124.739990234375,3124.739990234375,5845810000,0.018784852866710527,0.015341781473839244,0.017012517895053786
2020-06-17,3136.1298828125,3141.159912109375,3108.030029296875,3113.489990234375,3113.489990234375,4560450000,-0.0036067962326294138,-0.21987714277405523,0.01701880460471681
2020-06-18,3101.639892578125,3120.0,3093.510009765625,3115.340087890625,3115.340087890625,4448690000,0.0005940434038017573,-0.024506353539672565,0.01692519313196803
2020-06-19,3140.2900390625,3155.530029296875,3083.110107421875,3097.739990234375,3097.739990234375,8346650000,-0.005665513565673728,0.8762040061231509,0.016918710194471217
2020-06-22,3094.419921875,3120.919921875,3079.389892578125,3117.860107421875,3117.860107421875,4686690000,0.006474093296658384,-0.43849448581167294,0.01672194588820786
2020-06-23,3138.699951171875,3154.89990234375,3127.1201171875,3131.2900390625,3131.2900390625,4711850000,0.004298169191483789,0.005368394325206083,0.016722568090398043
2020-06-24,3114.39990234375,3115.010009765625,3032.1298828125,3050.330078125,3050.330078125,5597680000,-0.0261952655956623,0.1880004669079025,0.01700921593235574
2020-06-25,3046.60009765625,3086.25,3024.010009765625,3083.760009765625,3083.760009765625,4847690000,0.01089982772821816,-0.13398229266410366,0.01666677420572296
2020-06-26,3073.199951171875,3073.72998046875,3004.6298828125,3009.050048828125,3009.050048828125,8107850000,-0.024525204274831163,0.6725182509607668,0.017317693175002227
2020-06-29,3018.590087890625,3053.889892578125,2999.739990234375,3053.239990234375,3053.239990234375,4473970000,0.01457888811353358,-0.4481928008041589,0.01747175224187864
2020-06-30,3050.199951171875,3111.510009765625,3047.830078125,3100.2900390625,3100.2900390625,4705850000,0.015292349435755562,0.05182868906139282,0.016798451782961115
2020-07-01,3105.919921875,3128.43994140625,3101.169921875,3115.860107421875,3115.860107421875,4449230000,0.005009563975870565,-0.05453212490835879,0.016649805202482475
2020-07-02,3143.639892578125,3165.81005859375,3124.52001953125,3130.010009765625,3130.010009765625,4197720000,0.0045309704768169146,-0.0565288825257404,0.01643519735393366
2020-07-06,3155.2900390625,3182.590087890625,3155.2900390625,3179.719970703125,3179.719970703125,4759160000,0.01575693083216329,0.13374879696597208,0.016526529695070343
2020-07-07,3166.43994140625,3184.14990234375,3142.929931640625,3145.320068359375,3145.320068359375,4571330000,-0.010877477869643567,-0.0394670488069323,0.016706591629464546
2020-07-08,3153.070068359375,3171.800048828125,3136.530029296875,3169.93994140625,3169.93994140625,4937310000,0.007796986263430269,0.0800598512905435,0.01663345803930852
2020-07-09,3176.169921875,3179.780029296875,3115.699951171875,3152.050048828125,3152.050048828125,4843650000,-0.005659591476194623,-0.018969843902853945,0.016508754034222566
2020-07-10,3152.469970703125,3186.820068359375,3136.219970703125,3185.0400390625,3185.0400390625,4524190000,0.010411809774443004,-0.06595439389716429,0.016579044678017067
2020-07-13,3205.080078125,3235.320068359375,3149.429931640625,3155.219970703125,3155.219970703125,4902440000,-0.009406645216058874,0.08360612617949292,0.01668897620312636
2020-07-14,3141.110107421875,3200.949951171875,3127.659912109375,3197.52001953125,3197.52001953125,4507140000,0.01331730058290395,-0.08063331728690204,0.016830365532995724
2020-07-15,3225.97998046875,3238.280029296875,3200.760009765625,3226.56005859375,3226.56005859375,4686830000,0.009041056936355048,0.03986785411591387,0.016842895356901418
2020-07-16,3208.360107421875,3220.389892578125,3198.590087890625,3215.570068359375,3215.570068359375,3972860000,-0.0034119152141152374,-0.1523353738027622,0.01670985399756113
2020-07-17,3224.2099609375,3233.52001953125,3205.64990234375,3224.72998046875,3224.72998046875,4012850000,0.0028445625875835605,0.010065796428769147,0.01669260149864237
2020-07-20,3224.2900390625,3258.610107421875,3215.159912109375,3251.840087890625,3251.840087890625,3979340000,0.008371797255140334,-0.008350673461504865,0.016095025086617663
2020-07-21,3268.52001953125,3277.2900390625,3247.77001953125,3257.300048828125,3257.300048828125,4556610000,0.0016776293345600682,0.1450667698663597,0.015953364303831125
2020-07-22,3254.860107421875,3279.320068359375,3253.10009765625,3276.02001953125,3276.02001953125,4267160000,0.005730630594473862,-0.0635231016040434,0.015908413349400893
2020-07-23,3271.639892578125,3279.989990234375,3222.659912109375,3235.659912109375,3235.659912109375,4296760000,-0.012396378412246847,0.006936697944300185,0.016052590531501567
2020-07-24,3218.580078125,3227.260009765625,3200.050048828125,3215.6298828125,3215.6298828125,3689410000,-0.006209640024276134,-0.14135069214943352,0.011249323536594724
2020-07-27,3219.840087890625,3241.429931640625,3214.25,3239.409912109375,3239.409912109375,3970310000,0.007367928821482373,0.07613683488687895,0.011111372685335838
2020-07-28,3234.27001953125,3243.719970703125,3216.169921875,3218.43994140625,3218.43994140625,4053180000,-0.006494435418646306,0.020872425578859044,0.011155547685078732
2020-07-29,3227.219970703125,3264.739990234375,3227.219970703125,3258.43994140625,3258.43994140625,4478200000,0.012351783351742583,0.10486087467124583,0.010872275770177634
2020-07-30,3231.760009765625,3250.919921875,3204.1298828125,3246.219970703125,3246.219970703125,4264920000,-0.0037573017634548516,-0.047626278415434764,0.010874698570998305
2020-07-31,3270.449951171875,3272.169921875,3220.260009765625,3271.1201171875,3271.1201171875,5007530000,0.0076412362421762695,0.17412049932941298,0.010932835577012672
2020-08-03,3288.260009765625,3302.72998046875,3284.530029296875,3294.610107421875,3294.610107421875,4438940000,0.007155362664358673,-0.1135469982206797,0.010888456948890906
2020-08-04,3289.919921875,3306.840087890625,3286.3701171875,3306.510009765625,3306.510009765625,4414380000,0.003605423026133557,-0.005532852437744151,0.01086086104228181
2020-08-05,3317.3701171875,3330.77001953125,3317.3701171875,3327.77001953125,3327.77001953125,4535060000,0.006409160435517922,0.02733792740996477,0.01088335929292197
2020-08-06,3323.169921875,3351.030029296875,3318.139892578125,3349.159912109375,3349.159912109375,4278930000,0.006407126020664802,-0.05647775332630656,0.009508858977807136
2020-08-07,3340.050048828125,3352.5400390625,3328.719970703125,3351.280029296875,3351.280029296875,4110030000,0.0006328292699566697,-0.03947248494366584,0.00940319856817976
2020-08-10,3356.0400390625,3363.2900390625,3335.43994140625,3360.469970703125,3360.469970703125,4327920000,0.0027384652733919213,0.053014211575098,0.00786570797397385
2020-08-11,3370.340087890625,3381.010009765625,3326.43994140625,3333.68994140625,3333.68994140625,4880540000,-0.008001055401377298,0.1276872030906302,0.007867354132474311
2020-08-12,3355.4599609375,3387.889892578125,3355.4599609375,3380.35009765625,3380.35009765625,3772250000,0.013899502293613534,-0.22708347846754662,0.007795661955180041
2020-08-13,3372.949951171875,3387.239990234375,3363.35009765625,3373.429931640625,3373.429931640625,3438730000,-0.002049272676156681,-0.08841407647955468,0.007835681303550468
2020-08-14,3368.659912109375,3378.510009765625,3361.639892578125,3372.85009765625,3372.85009765625,3200060000,-0.00017189739627902921,-0.06940643784187772,0.007843739832506653
2020-08-17,3380.860107421875,3387.590087890625,3379.219970703125,3381.989990234375,3381.989990234375,3460330000,0.002706177507423456,0.08133285000906243,0.007433800529922218
2020-08-18,3387.0400390625,3395.06005859375,3370.14990234375,3389.780029296875,3389.780029296875,3669550000,0.0023007404198168474,0.060462441443446036,0.007021111730608944
2020-08-19,3392.510009765625,3399.5400390625,3369.659912109375,3374.85009765625,3374.85009765625,3679480000,-0.004414123345182018,0.002706053875815906,0.007057005161452183
2020-08-20,3360.47998046875,3390.800048828125,3354.68994140625,3385.510009765625,3385.510009765625,3431040000,0.0031536547683461333,-0.06752041049278701,0.006905172195631616
2020-08-21,3386.010009765625,3399.9599609375,3379.31005859375,3397.159912109375,3397.159912109375,3505010000,0.0034351999829724668,0.02155906080955039,0.006740934371549004
2020-08-24,3418.090087890625,3432.090087890625,3413.1298828125,3431.280029296875,3431.280029296875,3743410000,0.009993615364903508,0.06801692434543694,0.006521102965470329
2020-08-25,3435.949951171875,3444.2099609375,3425.840087890625,3443.6201171875,3443.6201171875,3627650000,0.003589899745540117,-0.030923676540907885,0.006214538097724532
2020-08-26,3449.969970703125,3481.070068359375,3444.14990234375,3478.72998046875,3478.72998046875,3780530000,0.010144001344841499,0.04214298512811321,0.0062578543066326795
2020-08-27,3485.139892578125,3501.3798828125,3468.35009765625,3484.550048828125,3484.550048828125,3955890000,0.0016716460318091384,0.04638503067030286,0.006160078701429164
2020-08-28,3494.68994140625,3509.22998046875,3484.320068359375,3508.010009765625,3508.010009765625,3868510000,0.006710002849570254,-0.022088581836198662,0.006203956594505126
2020-08-31,3509.72998046875,3514.77001953125,3493.25,3500.31005859375,3500.31005859375,4348280000,-0.002197375175508541,0.12401932526993598,0.006177068872551824
2020-09-01,3507.43994140625,3528.030029296875,3494.60009765625,3526.64990234375,3526.64990234375,4101490000,0.007496831420705943,-0.056755774697121675,0.006242854551060489
2020-09-02,3543.760009765625,3588.110107421875,3535.22998046875,3580.840087890625,3580.840087890625,4295640000,0.01524905014386973,0.04733645577582779,0.006634500784620699
2020-09-03,3564.739990234375,3564.85009765625,3427.409912109375,3455.06005859375,3455.06005859375,4911830000,-0.0357575941421853,0.1434454470113884,0.009325133818790476
2020-09-04,3453.60009765625,3479.14990234375,3349.6298828125,3426.9599609375,3426.9599609375,4438720000,-0.008166280754275102,-0.09632051597876967,0.009392484791843812
2020-09-08,3371.8798828125,3379.969970703125,3329.27001953125,3331.840087890625,3331.840087890625,4694330000,-0.02814882908646679,0.05758642131064806,0.010835886581699745
2020-09-09,3369.820068359375,3424.77001953125,3366.840087890625,3398.9599609375,3398.9599609375,3932520000,0.019944760662180386,-0.1622830095029536,0.01127677335520092
2020-09-10,3412.56005859375,3425.550048828125,3329.25,3339.18994140625,3339.18994140625,4208630000,-0.017741245925395586,0.07021197603572271,0.011640129376975082
2020-09-11,3352.699951171875,3368.949951171875,3310.469970703125,3340.969970703125,3340.969970703125,3710090000,0.0005329301580873496,-0.11845659989117596,0.01160831647726588
2020-09-14,3363.56005859375,3402.929931640625,3363.56005859375,3383.5400390625,3383.5400390625,3839580000,0.012661335025022992,0.034902118277454264,0.011743361541602527
2020-09-15,3407.72998046875,3419.47998046875,3389.25,3401.199951171875,3401.199951171875,4057190000,0.005205785930499657,0.056675469712833104,0.011714205519601352
2020-09-16,3411.22998046875,3428.919921875,3384.449951171875,3385.489990234375,3385.489990234375,4718900000,-0.0046296468921518345,0.1630956400858723,0.011748969565966003
2020-09-17,3346.860107421875,3375.169921875,3328.820068359375,3357.010009765625,3357.010009765625,4379840000,-0.008447949528552457,-0.07185149081353703,0.011816737898089956
2020-09-18,3357.3798828125,3362.27001953125,3292.39990234375,3319.469970703125,3319.469970703125,7076400000,-0.011245576947828505,0.6156754584642361,0.01194057615061939
2020-09-21,3285.570068359375,3285.570068359375,3229.10009765625,3281.06005859375,3281.06005859375,4836070000,-0.011638564027297718,-0.3165917698264654,0.01211652461480995
2020-09-22,3295.75,3320.31005859375,3270.949951171875,3315.570068359375,3315.570068359375,3974510000,0.010463016398376152,-0.1781529216905462,0.012273304879020216
2020-09-23,3320.110107421875,3323.35009765625,3232.570068359375,3236.919921875,3236.919921875,4378650000,-0.02400733891437413,0.10168297475663657,0.01294261621124031
2020-09-24,3226.139892578125,3278.699951171875,3209.449951171875,3246.590087890625,3246.590087890625,4601920000,0.0029830055546290505,0.05099060212622608,0.012660173410438742
2020-09-25,3236.659912109375,3306.8798828125,3228.43994140625,3298.4599609375,3298.4599609375,3803330000,0.015850439224188495,-0.17353409011890686,0.013041915929599444
2020-09-28,3333.89990234375,3360.739990234375,3332.909912109375,3351.60009765625,3351.60009765625,3950910000,0.0159821918538544,0.03880283856515221,0.013395266111619454
2020-09-29,3350.919921875,3357.919921875,3327.5400390625,3335.469970703125,3335.469970703125,3661590000,-0.004824282704443997,-0.07322869921106778,0.013409271834922132
2020-09-30,3341.2099609375,3393.56005859375,3340.469970703125,3363.0,3363.0,4738640000,0.00821984256837961,0.294148170603481,0.013494594946417356
2020-10-01,3385.8701171875,3397.179931640625,3361.389892578125,3380.800048828125,3380.800048828125,4076340000,0.0052789495642950775,-0.13976583998784464,0.013507845863000544
2020-10-02,3338.93994140625,3369.10009765625,3323.68994140625,3348.419921875,3348.419921875,3975180000,-0.009623812866370861,-0.02481637939916692,0.013607966338012638
2020-10-05,3367.27001953125,3409.570068359375,3367.27001953125,3408.60009765625,3408.60009765625,3692720000,0.017813109002900934,-0.07105590187111022,0.013994210948605366
2020-10-06,3408.739990234375,3431.56005859375,3354.5400390625,3360.969970703125,3360.969970703125,4453390000,-0.014072064387523205,0.20599178925020034,0.014097614697816016
2020-10-07,3384.56005859375,3426.260009765625,3384.56005859375,3419.43994140625,3419.43994140625,3814750000,0.017247163770241564,-0.14340536085992917,0.014456533938683864
2020-10-08,3434.280029296875,3447.280029296875,3428.14990234375,3446.830078125,3446.830078125,3867640000,0.007978212894869286,0.013864604495707367,0.014408243784852219
2020-10-09,3459.669921875,3482.340087890625,3458.070068359375,3477.139892578125,3477.139892578125,3944090000,0.008755095180752877,0.019766575999834446,0.014499538971389538
2020-10-12,3500.02001953125,3549.85009765625,3499.610107421875,3534.219970703125,3534.219970703125,3435760000,0.01628253015832422,-0.12888397577134392,0.014756953996794773
2020-10-13,3534.010009765625,3534.010009765625,3500.860107421875,3511.929931640625,3511.929931640625,3611100000,-0.006326891629163268,0.05103383239807213,0.014799749499252031
2020-10-14,3515.469970703125,3527.93994140625,3480.550048828125,3488.669921875,3488.669921875,3858510000,-0.0066451720840594065,0.06851374927307474,0.014781580875754508
2020-10-15,3453.719970703125,3489.080078125,3440.889892578125,3483.340087890625,3483.340087890625,3724550000,-0.001528923514213078,-0.03471806474519956,0.014485031894767054
2020-10-16,3493.5,3515.760009765625,3480.449951171875,3483.81005859375,3483.81005859375,4688030000,0.00013491045663045577,0.2586835993609966,0.01290441609324174
2020-10-19,3493.659912109375,3502.419921875,3419.929931640625,3426.919921875,3426.919921875,4091080000,-0.016464663514942676,-0.12733493599656998,0.013177672685386459
2020-10-20,3439.3798828125,3476.929931640625,3435.64990234375,3443.1201171875,3443.1201171875,3917850000,0.0047161953200011274,-0.04234334210037449,0.012077035092165294
2020-10-21,3439.909912109375,3464.860107421875,3433.06005859375,3435.56005859375,3435.56005859375,4103960000,-0.0021981140115702774,0.04750309480965331,0.011550460526904671
2020-10-22,3438.5,3460.530029296875,3415.340087890625,3453.489990234375,3453.489990234375,4172060000,0.0052053540034913415,0.016593728983713252,0.011060006832271603
2020-10-23,3464.89990234375,3466.4599609375,3440.449951171875,3465.389892578125,3465.389892578125,3651600000,0.003439838320389479,-0.12474892499149104,0.01106740017449307
2020-10-26,3441.419921875,3441.419921875,3364.860107421875,3400.969970703125,3400.969970703125,4002210000,-0.018764472985322012,0.09601544528425898,0.011428357363954035
2020-10-27,3403.14990234375,3409.510009765625,3388.7099609375,3390.679931640625,3390.679931640625,3962400000,-0.003030205350445511,-0.009947004280135174,0.011402140282258836
2020-10-28,3342.47998046875,3342.47998046875,3268.889892578125,3271.030029296875,3271.030029296875,5139970000,-0.03592554210857772,0.29718604885927724,0.013131109656764102
2020-10-29,3277.169921875,3341.050048828125,3259.820068359375,3310.110107421875,3310.110107421875,4911860000,0.01187652493999744,-0.04437963645702214,0.01326503309552071
2020-10-30,3293.590087890625,3304.929931640625,3233.93994140625,3269.9599609375,3269.9599609375,4843930000,-0.012203713445259962,-0.013829791565720506,0.013292998317734816
2020-11-02,3296.199951171875,3330.139892578125,3279.739990234375,3310.239990234375,3310.239990234375,4314690000,0.012242950890591667,-0.10925839143009908,0.013318069416380236
2020-11-03,3336.25,3389.489990234375,3336.25,3369.159912109375,3369.159912109375,4241380000,0.01764273768407783,-0.016990791922478765,0.013569226598174007
2020-11-04,3406.4599609375,3486.25,3405.169921875,3443.43994140625,3443.43994140625,4790400000,0.021807525655091704,0.12944371878963912,0.013287108012050424
2020-11-05,3485.739990234375,3529.050048828125,3485.739990234375,3510.449951171875,3510.449951171875,4858150000,0.01927326577670128,0.014142869071476216,0.013653868793865962
2020-11-06,3508.340087890625,3521.580078125,3484.340087890625,3509.43994140625,3509.43994140625,4842460000,-0.00028775658537381985,-0.00322962444551933,0.013430085888434326
2020-11-09,3583.0400390625,3645.989990234375,3547.47998046875,3550.5,3550.5,8570510000,0.011631974746344153,0.7698669684416599,0.01329748705019226
2020-11-10,3543.260009765625,3557.219970703125,3511.909912109375,3545.530029296875,3545.530029296875,6037470000,-0.001400775220867666,-0.2955530067638915,0.013252210839094601
2020-11-11,3563.219970703125,3581.159912109375,3557.0,3572.659912109375,3572.659912109375,4635560000,0.007622728362991461,-0.23220156787528556,0.013243047851746294
2020-11-12,3562.669921875,3569.02001953125,3518.580078125,3537.010009765625,3537.010009765625,4909660000,-0.01002865154706935,0.059129857018353826,0.01340687434109678
2020-11-13,3552.570068359375,3593.659912109375,3552.570068359375,3585.14990234375,3585.14990234375,4719580000,0.013518546706294007,-0.03871551186843891,0.013410208126114802
2020-11-16,3600.159912109375,3628.510009765625,3600.159912109375,3626.909912109375,3626.909912109375,5295510000,0.011580734922832603,0.12202992639175525,0.01320798027081772
2020-11-17,3610.31005859375,3623.110107421875,3588.679931640625,3609.530029296875,3609.530029296875,4812180000,-0.004803443784647531,-0.09127166221950289,0.012922712850722662
2020-11-18,3612.090087890625,3619.090087890625,3567.330078125,3567.7900390625,3567.7900390625,5284810000,-0.011631210647481315,0.09821536185263224,0.012852319414794918
2020-11-19,3559.409912109375,3585.219970703125,3543.840087890625,3581.8701171875,3581.8701171875,4363370000,0.003938675690732779,-0.17435631555344466,0.012802257126122523
2020-11-20,3579.31005859375,3581.22998046875,3556.85009765625,3557.5400390625,3557.5400390625,4236370000,-0.006815737372918576,-0.02910594334195815,0.01280442980413066
2020-11-23,3566.820068359375,3589.81005859375,3552.77001953125,3577.590087890625,3577.590087890625,5057550000,0.005620108181849693,0.19384048135550014,0.012503204396249946
2020-11-24,3594.52001953125,3642.31005859375,3594.52001953125,3635.409912109375,3635.409912109375,6280290000,0.016032458814031775,0.24176528160868416,0.012751927705635418
2020-11-25,3635.5,3635.5,3617.760009765625,3629.64990234375,3629.64990234375,4910440000,-0.0015856747555094064,-0.2181189085217402,0.01267849813259111
2020-11-27,3638.550048828125,3644.31005859375,3629.330078125,3638.35009765625,3638.35009765625,2778390000,0.0023941110259011363,-0.43418716041739636,0.012668322403151482
2020-11-30,3634.179931640625,3634.179931640625,3594.389892578125,3621.6298828125,3621.6298828125,6308410000,-0.004606140636972006,1.2705271758104515,0.012714796885253496
2020-12-01,3645.8701171875,3678.449951171875,3645.8701171875,3662.449951171875,3662.449951171875,5418480000,0.011208140661592923,-0.14107041235430162,0.012381508633360915
2020-12-02,3653.780029296875,3670.9599609375,3644.840087890625,3669.010009765625,3669.010009765625,5041250000,0.0017895645286042845,-0.06961915518743267,0.012372653972712267
2020-12-03,3668.280029296875,3682.72998046875,3657.169921875,3666.719970703125,3666.719970703125,5065340000,-0.0006243520802942291,0.004778576741879537,0.012357048975073868
2020-12-04,3670.93994140625,3699.199951171875,3670.93994140625,3699.1201171875,3699.1201171875,5099620000,0.00879746371518688,0.006767561506236586,0.012404780375194976
2020-12-07,3694.72998046875,3697.409912109375,3678.8798828125,3691.9599609375,3691.9599609375,4804500000,-0.001937513438963252,-0.057870978621936575,0.012426429085372698
2020-12-08,3683.050048828125,3708.449951171875,3678.830078125,3702.25,3702.25,4584390000,0.002783271170170473,-0.04581330003122075,0.011784347380106096
2020-12-09,3705.97998046875,3712.389892578125,3660.5400390625,3672.820068359375,3672.820068359375,5232800000,-0.00798096494847171,0.1414386646860324,0.011903296889997953
2020-12-10,3659.1298828125,3678.489990234375,3645.179931640625,3668.10009765625,3668.10009765625,4658480000,-0.0012859345277717227,-0.10975386026601441,0.009460255904739485
2020-12-11,3656.080078125,3665.909912109375,3633.39990234375,3663.4599609375,3663.4599609375,4375470000,-0.0012657980842328352,-0.06075157562123268,0.009378202843936988
2020-12-14,3675.27001953125,3697.610107421875,3645.840087890625,3647.489990234375,3647.489990234375,4623850000,-0.0043687882451469585,0.05676647308746263,0.009031938487023775
2020-12-15,3666.409912109375,3695.2900390625,3659.6201171875,3694.6201171875,3694.6201171875,4387080000,0.012838482022218645,-0.05120624587735334,0.009052125898916632
2020-12-16,3696.25,3711.27001953125,3688.570068359375,3701.169921875,3701.169921875,4067040000,0.0017712256203230642,-0.0729505730463087,0.0086622497742484
2020-12-17,3713.64990234375,3725.1201171875,3710.8701171875,3722.47998046875,3722.47998046875,4192810000,0.0057411428089832834,0.03092421023643732,0.007933903665044626
2020-12-18,3722.389892578125,3726.699951171875,3685.840087890625,3709.409912109375,3709.409912109375,7097100000,-0.003517296952148704,0.6926834271049727,0.007351858852170577
2020-12-21,3684.280029296875,3702.89990234375,3636.47998046875,3694.919921875,3694.919921875,4748580000,-0.003913928486909485,-0.3309126262839751,0.007417523071062879
